,0
1851,HOLD
1852,HOLD
1853,HOLD
1854,HOLD
1855,HOLD
1856,HOLD
1857,HOLD
1858,HOLD
1859,HOLD
1860,HOLD
1861,HOLD
1862,HOLD
1863,ORDER_SELL
1864,HOLD
1865,HOLD
1866,HOLD
1867,HOLD
1868,HOLD
1869,HOLD
1870,HOLD
1871,HOLD
1872,HOLD
1873,HOLD
1874,HOLD
1875,HOLD
1876,HOLD
1877,HOLD
1878,HOLD
1879,HOLD
1880,HOLD
1881,HOLD
1882,HOLD
1883,HOLD
1884,HOLD
1885,HOLD
1886,HOLD
1887,HOLD
1888,HOLD
1889,HOLD
1890,HOLD
1891,HOLD
1892,HOLD
1893,HOLD
1894,HOLD
1895,HOLD
1896,HOLD
1897,HOLD
1898,HOLD
1899,HOLD
1900,HOLD
1901,HOLD
1902,HOLD
1903,HOLD
1904,HOLD
1905,HOLD
1906,HOLD
1907,HOLD
1908,HOLD
1909,HOLD
1910,HOLD
1911,HOLD
1912,HOLD
1913,HOLD
1914,HOLD
1915,HOLD
1916,HOLD
1917,HOLD
1918,HOLD
1919,HOLD
1920,HOLD
1921,HOLD
1922,HOLD
1923,HOLD
1924,HOLD
1925,HOLD
1926,HOLD
1927,HOLD
1928,HOLD
1929,HOLD
1930,HOLD
1931,HOLD
1932,HOLD
1933,HOLD
1934,HOLD
1935,ORDER_BUY
1936,HOLD
1937,HOLD
1938,HOLD
1939,HOLD
1940,HOLD
1941,HOLD
1942,HOLD
1943,HOLD
1944,HOLD
1945,HOLD
1946,HOLD
1947,HOLD
1948,HOLD
1949,HOLD
1950,HOLD
1951,HOLD
1952,HOLD
1953,HOLD
1954,HOLD
1955,HOLD
1956,HOLD
1957,HOLD
1958,HOLD
1959,HOLD
1960,HOLD
1961,HOLD
1962,HOLD
1963,HOLD
1964,HOLD
1965,HOLD
1966,HOLD
1967,HOLD
1968,HOLD
1969,HOLD
1970,HOLD
1971,HOLD
1972,HOLD
1973,HOLD
1974,HOLD
1975,HOLD
1976,HOLD
1977,HOLD
1978,HOLD
1979,HOLD
1980,HOLD
1981,HOLD
1982,HOLD
1983,HOLD
1984,HOLD
1985,HOLD
1986,HOLD
1987,HOLD
1988,HOLD
1989,HOLD
1990,HOLD
1991,HOLD
1992,HOLD
1993,HOLD
1994,HOLD
1995,HOLD
1996,HOLD
1997,HOLD
1998,HOLD
1999,HOLD
2000,HOLD
2001,HOLD
2002,HOLD
2003,HOLD
2004,HOLD
2005,HOLD
2006,HOLD
2007,HOLD
2008,HOLD
2009,HOLD
2010,HOLD
2011,HOLD
2012,HOLD
2013,HOLD
2014,HOLD
2015,HOLD
2016,HOLD
2017,HOLD
2018,HOLD
2019,HOLD
2020,HOLD
2021,HOLD
2022,HOLD
2023,HOLD
2024,HOLD
2025,HOLD
2026,HOLD
2027,HOLD
2028,HOLD
2029,HOLD
2030,HOLD
2031,HOLD
2032,HOLD
2033,HOLD
2034,HOLD
2035,HOLD
2036,HOLD
2037,HOLD
2038,HOLD
2039,HOLD
2040,HOLD
2041,HOLD
2042,HOLD
2043,HOLD
2044,HOLD
2045,HOLD
2046,HOLD
2047,HOLD
2048,HOLD
2049,HOLD
2050,HOLD
2051,HOLD
2052,HOLD
2053,HOLD
2054,HOLD
2055,HOLD
2056,HOLD
2057,HOLD
2058,HOLD
2059,HOLD
2060,HOLD
2061,HOLD
2062,HOLD
2063,HOLD
2064,HOLD
2065,HOLD
2066,HOLD
2067,HOLD
2068,HOLD
2069,HOLD
2070,HOLD
2071,HOLD
2072,HOLD
2073,HOLD
2074,HOLD
2075,HOLD
2076,HOLD
2077,HOLD
2078,HOLD
2079,HOLD
2080,HOLD
2081,HOLD
2082,HOLD
2083,HOLD
2084,HOLD
2085,ORDER_SELL
2086,HOLD
2087,HOLD
2088,HOLD
2089,HOLD
2090,HOLD
2091,HOLD
2092,HOLD
2093,HOLD
2094,HOLD
2095,HOLD
2096,HOLD
2097,HOLD
2098,HOLD
2099,HOLD
2100,HOLD
2101,HOLD
2102,HOLD
2103,HOLD
2104,HOLD
2105,HOLD
2106,HOLD
2107,HOLD
2108,HOLD
2109,HOLD
2110,HOLD
2111,HOLD
2112,HOLD
2113,HOLD
2114,HOLD
2115,HOLD
2116,HOLD
2117,HOLD
2118,HOLD
2119,HOLD
2120,HOLD
2121,HOLD
2122,HOLD
2123,HOLD
2124,HOLD
2125,HOLD
2126,HOLD
2127,HOLD
2128,HOLD
2129,HOLD
2130,HOLD
2131,HOLD
2132,HOLD
2133,HOLD
2134,HOLD
2135,HOLD
2136,HOLD
2137,HOLD
2138,HOLD
2139,HOLD
2140,HOLD
2141,HOLD
2142,HOLD
2143,HOLD
2144,HOLD
2145,HOLD
2146,HOLD
2147,HOLD
2148,HOLD
2149,HOLD
2150,HOLD
2151,HOLD
2152,HOLD
2153,HOLD
2154,HOLD
2155,HOLD
2156,HOLD
2157,HOLD
2158,HOLD
2159,HOLD
2160,HOLD
2161,HOLD
2162,HOLD
2163,HOLD
2164,HOLD
2165,HOLD
2166,HOLD
2167,HOLD
2168,HOLD
2169,HOLD
2170,HOLD
2171,HOLD
2172,HOLD
2173,HOLD
2174,HOLD
2175,HOLD
2176,HOLD
2177,HOLD
2178,HOLD
2179,HOLD
2180,HOLD
2181,HOLD
2182,HOLD
2183,HOLD
2184,HOLD
2185,HOLD
2186,HOLD
2187,HOLD
2188,HOLD
2189,HOLD
2190,HOLD
2191,HOLD
2192,HOLD
2193,HOLD
2194,HOLD
2195,HOLD
2196,HOLD
2197,HOLD
2198,HOLD
2199,HOLD
2200,HOLD
2201,HOLD
2202,HOLD
2203,HOLD
2204,HOLD
2205,HOLD
2206,HOLD
2207,HOLD
2208,HOLD
2209,HOLD
2210,HOLD
2211,HOLD
2212,HOLD
2213,HOLD
2214,ORDER_BUY
2215,HOLD
2216,HOLD
2217,HOLD
2218,HOLD
2219,HOLD
2220,HOLD
2221,HOLD
2222,HOLD
2223,HOLD
2224,HOLD
2225,HOLD
2226,HOLD
2227,HOLD
2228,HOLD
2229,HOLD
2230,HOLD
2231,HOLD
2232,HOLD
2233,HOLD
2234,HOLD
2235,HOLD
2236,HOLD
2237,HOLD
2238,HOLD
2239,HOLD
2240,HOLD
2241,ORDER_SELL
2242,HOLD
2243,HOLD
2244,HOLD
2245,HOLD
2246,HOLD
2247,HOLD
2248,HOLD
2249,HOLD
2250,HOLD
2251,HOLD
2252,HOLD
2253,HOLD
2254,HOLD
2255,HOLD
2256,HOLD
2257,HOLD
2258,HOLD
2259,HOLD
2260,HOLD
2261,HOLD
2262,HOLD
2263,HOLD
2264,HOLD
2265,HOLD
2266,HOLD
2267,HOLD
2268,HOLD
2269,HOLD
2270,HOLD
2271,HOLD
2272,HOLD
2273,HOLD
2274,HOLD
2275,HOLD
2276,HOLD
2277,HOLD
2278,HOLD
2279,HOLD
2280,HOLD
2281,HOLD
2282,HOLD
2283,HOLD
2284,HOLD
2285,HOLD
2286,HOLD
2287,HOLD
2288,HOLD
2289,HOLD
2290,HOLD
2291,HOLD
2292,HOLD
2293,HOLD
2294,HOLD
2295,HOLD
2296,HOLD
2297,HOLD
2298,HOLD
2299,HOLD
2300,HOLD
2301,HOLD
2302,HOLD
2303,HOLD
2304,HOLD
2305,HOLD
2306,HOLD
2307,HOLD
2308,HOLD
2309,HOLD
2310,HOLD
2311,HOLD
2312,HOLD
2313,HOLD
2314,HOLD
2315,HOLD
2316,ORDER_BUY
2317,HOLD
2318,HOLD
2319,HOLD
2320,ORDER_SELL
2321,HOLD
2322,HOLD
2323,HOLD
2324,HOLD
2325,HOLD
2326,HOLD
2327,HOLD
2328,HOLD
2329,HOLD
2330,HOLD
2331,HOLD
2332,HOLD
2333,HOLD
2334,HOLD
2335,HOLD
2336,HOLD
2337,HOLD
2338,HOLD
2339,HOLD
2340,HOLD
2341,HOLD
2342,HOLD
2343,HOLD
2344,HOLD
2345,HOLD
2346,HOLD
2347,HOLD
2348,HOLD
2349,HOLD
2350,HOLD
2351,HOLD
2352,HOLD
2353,HOLD
2354,HOLD
2355,HOLD
2356,HOLD
2357,HOLD
2358,HOLD
2359,HOLD
2360,HOLD
2361,HOLD
2362,HOLD
2363,HOLD
2364,HOLD
2365,HOLD
2366,HOLD
2367,HOLD
2368,HOLD
2369,HOLD
2370,HOLD
2371,HOLD
2372,HOLD
2373,HOLD
2374,HOLD
2375,HOLD
2376,HOLD
2377,HOLD
2378,HOLD
2379,HOLD
2380,HOLD
2381,HOLD
2382,HOLD
2383,HOLD
2384,HOLD
2385,HOLD
2386,HOLD
2387,HOLD
2388,HOLD
2389,HOLD
2390,HOLD
2391,HOLD
2392,HOLD
2393,HOLD
2394,HOLD
2395,HOLD
2396,HOLD
2397,HOLD
2398,ORDER_BUY
2399,HOLD
2400,HOLD
2401,HOLD
2402,HOLD
2403,HOLD
2404,HOLD
2405,HOLD
2406,HOLD
2407,HOLD
2408,ORDER_SELL
2409,HOLD
2410,HOLD
2411,HOLD
2412,HOLD
2413,HOLD
2414,HOLD
2415,HOLD
2416,HOLD
2417,HOLD
2418,HOLD
2419,HOLD
2420,HOLD
2421,HOLD
2422,HOLD
2423,HOLD
2424,HOLD
2425,HOLD
2426,HOLD
2427,HOLD
2428,HOLD
2429,HOLD
2430,HOLD
2431,HOLD
2432,HOLD
2433,HOLD
2434,HOLD
2435,HOLD
2436,HOLD
2437,HOLD
2438,HOLD
2439,HOLD
2440,HOLD
2441,HOLD
2442,HOLD
2443,HOLD
2444,HOLD
2445,HOLD
2446,HOLD
2447,HOLD
2448,HOLD
2449,HOLD
2450,HOLD
2451,HOLD
2452,HOLD
2453,HOLD
2454,HOLD
2455,HOLD
2456,HOLD
2457,HOLD
2458,HOLD
2459,HOLD
2460,HOLD
2461,HOLD
2462,HOLD
2463,HOLD
2464,HOLD
2465,HOLD
2466,HOLD
2467,HOLD
2468,HOLD
2469,HOLD
2470,HOLD
2471,HOLD
2472,ORDER_BUY
2473,HOLD
2474,HOLD
2475,HOLD
2476,HOLD
2477,HOLD
2478,HOLD
2479,HOLD
2480,HOLD
2481,HOLD
2482,HOLD
2483,HOLD
2484,HOLD
2485,HOLD
2486,HOLD
2487,HOLD
2488,HOLD
2489,HOLD
2490,HOLD
2491,HOLD
2492,HOLD
2493,HOLD
2494,HOLD
2495,HOLD
2496,HOLD
2497,HOLD
2498,HOLD
2499,HOLD
2500,HOLD
2501,HOLD
2502,HOLD
2503,HOLD
2504,HOLD
2505,HOLD
2506,ORDER_SELL
2507,HOLD
2508,HOLD
2509,HOLD
2510,HOLD
2511,HOLD
2512,HOLD
2513,HOLD
2514,HOLD
2515,HOLD
2516,HOLD
2517,HOLD
2518,HOLD
2519,HOLD
2520,HOLD
2521,HOLD
2522,HOLD
2523,HOLD
2524,HOLD
2525,HOLD
2526,HOLD
2527,HOLD
2528,HOLD
2529,HOLD
2530,HOLD
2531,HOLD
2532,HOLD
2533,HOLD
2534,HOLD
2535,HOLD
2536,HOLD
2537,HOLD
2538,HOLD
2539,HOLD
2540,HOLD
2541,HOLD
2542,ORDER_BUY
2543,HOLD
2544,HOLD
2545,HOLD
2546,HOLD
2547,HOLD
2548,ORDER_SELL
2549,HOLD
2550,HOLD
2551,HOLD
2552,ORDER_BUY
2553,HOLD
2554,HOLD
2555,HOLD
2556,HOLD
2557,HOLD
2558,HOLD
2559,HOLD
2560,ORDER_SELL
2561,HOLD
2562,HOLD
2563,HOLD
2564,HOLD
2565,HOLD
2566,HOLD
2567,HOLD
2568,HOLD
2569,HOLD
2570,HOLD
2571,HOLD
2572,HOLD
2573,HOLD
2574,HOLD
2575,ORDER_BUY
2576,HOLD
2577,HOLD
2578,HOLD
2579,HOLD
2580,HOLD
2581,HOLD
2582,HOLD
2583,HOLD
2584,HOLD
2585,HOLD
2586,HOLD
2587,HOLD
2588,HOLD
2589,HOLD
2590,HOLD
2591,HOLD
2592,HOLD
2593,HOLD
2594,HOLD
2595,HOLD
2596,HOLD
2597,HOLD
2598,HOLD
2599,HOLD
2600,HOLD
2601,HOLD
2602,HOLD
2603,HOLD
2604,HOLD
2605,HOLD
2606,HOLD
2607,ORDER_SELL
2608,HOLD
2609,HOLD
2610,HOLD
2611,HOLD
2612,HOLD
2613,HOLD
2614,HOLD
2615,HOLD
2616,HOLD
2617,HOLD
2618,HOLD
2619,HOLD
2620,HOLD
2621,HOLD
2622,HOLD
2623,HOLD
2624,HOLD
2625,HOLD
2626,ORDER_BUY
2627,HOLD
2628,HOLD
2629,HOLD
2630,HOLD
2631,HOLD
2632,HOLD
2633,HOLD
2634,HOLD
2635,HOLD
2636,HOLD
2637,HOLD
2638,HOLD
2639,HOLD
2640,HOLD
2641,HOLD
2642,HOLD
2643,HOLD
2644,HOLD
2645,HOLD
2646,HOLD
2647,HOLD
2648,HOLD
2649,HOLD
2650,HOLD
2651,HOLD
2652,HOLD
2653,HOLD
2654,HOLD
2655,HOLD
2656,HOLD
2657,HOLD
2658,HOLD
2659,HOLD
2660,HOLD
2661,HOLD
2662,HOLD
2663,HOLD
2664,HOLD
2665,HOLD
2666,HOLD
2667,HOLD
2668,HOLD
2669,HOLD
2670,HOLD
2671,HOLD
2672,HOLD
2673,HOLD
2674,HOLD
2675,HOLD
2676,HOLD
2677,HOLD
2678,HOLD
2679,HOLD
2680,HOLD
2681,HOLD
2682,HOLD
2683,HOLD
2684,HOLD
2685,HOLD
2686,HOLD
2687,HOLD
2688,HOLD
2689,HOLD
2690,HOLD
2691,HOLD
2692,HOLD
2693,HOLD
2694,HOLD
2695,HOLD
2696,HOLD
2697,HOLD
2698,HOLD
2699,HOLD
2700,HOLD
2701,HOLD
2702,HOLD
2703,HOLD
2704,HOLD
2705,HOLD
2706,HOLD
2707,HOLD
2708,HOLD
2709,HOLD
2710,HOLD
2711,HOLD
2712,HOLD
2713,HOLD
2714,HOLD
2715,HOLD
2716,HOLD
2717,HOLD
2718,HOLD
2719,HOLD
2720,ORDER_SELL
2721,HOLD
2722,HOLD
2723,HOLD
2724,HOLD
2725,HOLD
2726,HOLD
2727,HOLD
2728,HOLD
2729,HOLD
2730,HOLD
2731,HOLD
2732,HOLD
2733,HOLD
2734,HOLD
2735,HOLD
2736,HOLD
2737,HOLD
2738,HOLD
2739,HOLD
2740,HOLD
2741,HOLD
2742,HOLD
2743,HOLD
2744,HOLD
2745,HOLD
2746,HOLD
2747,HOLD
2748,HOLD
2749,HOLD
2750,HOLD
2751,HOLD
2752,HOLD
2753,HOLD
2754,HOLD
2755,HOLD
2756,HOLD
2757,HOLD
2758,HOLD
2759,HOLD
2760,HOLD
2761,HOLD
2762,HOLD
2763,HOLD
2764,HOLD
2765,HOLD
2766,HOLD
2767,HOLD
2768,HOLD
2769,HOLD
2770,HOLD
2771,HOLD
2772,HOLD
2773,HOLD
2774,HOLD
2775,HOLD
2776,HOLD
2777,ORDER_BUY
2778,HOLD
2779,HOLD
2780,HOLD
2781,HOLD
2782,HOLD
2783,HOLD
2784,HOLD
2785,HOLD
2786,HOLD
2787,HOLD
2788,HOLD
2789,ORDER_SELL
2790,HOLD
2791,HOLD
2792,HOLD
2793,HOLD
2794,HOLD
2795,HOLD
2796,HOLD
2797,HOLD
2798,HOLD
2799,HOLD
2800,HOLD
2801,HOLD
2802,HOLD
2803,HOLD
2804,HOLD
2805,HOLD
2806,HOLD
2807,HOLD
2808,HOLD
2809,HOLD
2810,HOLD
2811,HOLD
2812,HOLD
2813,HOLD
2814,HOLD
2815,HOLD
2816,HOLD
2817,HOLD
2818,HOLD
2819,HOLD
2820,HOLD
2821,HOLD
2822,HOLD
2823,ORDER_BUY
2824,HOLD
2825,HOLD
2826,HOLD
2827,HOLD
2828,HOLD
2829,HOLD
2830,HOLD
2831,HOLD
2832,HOLD
2833,HOLD
2834,HOLD
2835,HOLD
2836,HOLD
2837,HOLD
2838,HOLD
2839,HOLD
2840,HOLD
2841,ORDER_SELL
2842,HOLD
2843,HOLD
2844,HOLD
2845,HOLD
2846,HOLD
2847,HOLD
2848,HOLD
2849,HOLD
2850,HOLD
2851,HOLD
2852,HOLD
2853,HOLD
2854,ORDER_BUY
2855,HOLD
2856,HOLD
2857,HOLD
2858,HOLD
2859,HOLD
2860,HOLD
2861,HOLD
2862,HOLD
2863,HOLD
2864,HOLD
2865,HOLD
2866,HOLD
2867,HOLD
2868,HOLD
2869,HOLD
2870,HOLD
2871,HOLD
2872,HOLD
2873,HOLD
2874,HOLD
2875,HOLD
2876,HOLD
2877,HOLD
2878,HOLD
2879,HOLD
2880,HOLD
2881,HOLD
2882,HOLD
2883,HOLD
2884,HOLD
2885,HOLD
2886,HOLD
2887,HOLD
2888,HOLD
2889,HOLD
2890,HOLD
2891,HOLD
2892,HOLD
2893,HOLD
2894,HOLD
2895,HOLD
2896,HOLD
2897,HOLD
2898,HOLD
2899,HOLD
2900,HOLD
2901,HOLD
2902,HOLD
2903,HOLD
2904,HOLD
2905,HOLD
2906,HOLD
2907,HOLD
2908,HOLD
2909,HOLD
2910,HOLD
2911,HOLD
2912,HOLD
2913,HOLD
2914,HOLD
2915,ORDER_SELL
2916,HOLD
2917,HOLD
2918,HOLD
2919,HOLD
2920,HOLD
2921,HOLD
2922,HOLD
2923,HOLD
2924,HOLD
2925,HOLD
2926,HOLD
2927,HOLD
2928,HOLD
2929,HOLD
2930,HOLD
2931,HOLD
2932,HOLD
2933,HOLD
2934,HOLD
2935,HOLD
2936,HOLD
2937,HOLD
2938,HOLD
2939,ORDER_BUY
2940,HOLD
2941,HOLD
2942,HOLD
2943,HOLD
2944,HOLD
2945,HOLD
2946,HOLD
2947,HOLD
2948,HOLD
2949,HOLD
2950,HOLD
2951,HOLD
2952,HOLD
2953,HOLD
2954,HOLD
2955,HOLD
2956,HOLD
2957,HOLD
2958,HOLD
2959,HOLD
2960,HOLD
2961,HOLD
2962,HOLD
2963,HOLD
2964,HOLD
2965,HOLD
2966,HOLD
2967,HOLD
2968,HOLD
2969,HOLD
2970,HOLD
2971,HOLD
2972,HOLD
2973,HOLD
2974,HOLD
2975,HOLD
2976,ORDER_SELL
2977,HOLD
2978,HOLD
2979,HOLD
2980,HOLD
2981,HOLD
2982,HOLD
2983,HOLD
2984,HOLD
2985,HOLD
2986,HOLD
2987,HOLD
2988,HOLD
2989,HOLD
2990,HOLD
2991,HOLD
2992,HOLD
2993,HOLD
2994,HOLD
2995,HOLD
2996,HOLD
2997,HOLD
2998,HOLD
2999,HOLD
3000,HOLD
3001,HOLD
3002,HOLD
3003,HOLD
3004,HOLD
3005,HOLD
3006,HOLD
3007,HOLD
3008,HOLD
3009,HOLD
3010,HOLD
3011,HOLD
3012,HOLD
3013,HOLD
3014,HOLD
3015,HOLD
3016,HOLD
3017,HOLD
3018,HOLD
3019,HOLD
3020,HOLD
3021,HOLD
3022,HOLD
3023,HOLD
3024,HOLD
3025,HOLD
3026,HOLD
3027,HOLD
3028,HOLD
3029,HOLD
3030,HOLD
3031,HOLD
3032,ORDER_BUY
3033,HOLD
3034,HOLD
3035,HOLD
3036,HOLD
3037,HOLD
3038,HOLD
3039,ORDER_SELL
3040,HOLD
3041,ORDER_BUY
3042,HOLD
3043,HOLD
3044,HOLD
3045,HOLD
3046,HOLD
3047,HOLD
3048,HOLD
3049,HOLD
3050,HOLD
3051,HOLD
3052,HOLD
3053,HOLD
3054,HOLD
3055,HOLD
3056,HOLD
3057,HOLD
3058,HOLD
3059,HOLD
3060,HOLD
3061,HOLD
3062,HOLD
3063,HOLD
3064,HOLD
3065,HOLD
3066,HOLD
3067,HOLD
3068,HOLD
3069,HOLD
3070,HOLD
3071,HOLD
3072,HOLD
3073,HOLD
3074,HOLD
3075,HOLD
3076,HOLD
3077,HOLD
3078,HOLD
3079,HOLD
3080,HOLD
3081,HOLD
3082,HOLD
3083,HOLD
3084,HOLD
3085,HOLD
3086,HOLD
3087,ORDER_SELL
3088,HOLD
3089,HOLD
3090,HOLD
3091,HOLD
3092,HOLD
3093,ORDER_BUY
3094,HOLD
3095,HOLD
3096,HOLD
3097,HOLD
3098,HOLD
3099,ORDER_SELL
3100,HOLD
3101,ORDER_BUY
3102,HOLD
3103,HOLD
3104,HOLD
3105,HOLD
3106,HOLD
3107,HOLD
3108,HOLD
3109,HOLD
3110,HOLD
3111,HOLD
3112,HOLD
3113,HOLD
3114,HOLD
3115,HOLD
3116,HOLD
3117,HOLD
3118,HOLD
3119,HOLD
3120,HOLD
3121,HOLD
3122,HOLD
3123,HOLD
3124,HOLD
3125,HOLD
3126,HOLD
3127,HOLD
3128,HOLD
3129,HOLD
3130,HOLD
3131,HOLD
3132,HOLD
3133,HOLD
3134,HOLD
3135,HOLD
3136,HOLD
3137,HOLD
3138,HOLD
3139,HOLD
3140,HOLD
3141,HOLD
3142,HOLD
3143,HOLD
3144,HOLD
3145,HOLD
3146,HOLD
3147,HOLD
3148,HOLD
3149,HOLD
3150,HOLD
3151,HOLD
3152,HOLD
3153,HOLD
3154,HOLD
3155,HOLD
3156,HOLD
3157,ORDER_SELL
3158,HOLD
3159,HOLD
3160,HOLD
3161,HOLD
3162,HOLD
3163,HOLD
3164,HOLD
3165,HOLD
3166,HOLD
3167,HOLD
3168,HOLD
3169,HOLD
3170,HOLD
3171,HOLD
3172,HOLD
3173,HOLD
3174,HOLD
3175,HOLD
3176,HOLD
3177,HOLD
3178,HOLD
3179,HOLD
3180,HOLD
3181,HOLD
3182,HOLD
3183,HOLD
3184,HOLD
3185,HOLD
3186,HOLD
3187,ORDER_BUY
3188,HOLD
3189,HOLD
3190,HOLD
3191,HOLD
3192,HOLD
3193,HOLD
3194,HOLD
3195,HOLD
3196,HOLD
3197,ORDER_SELL
3198,HOLD
3199,HOLD
3200,HOLD
3201,HOLD
3202,HOLD
3203,HOLD
3204,HOLD
3205,HOLD
3206,HOLD
3207,HOLD
3208,HOLD
3209,HOLD
3210,HOLD
3211,HOLD
3212,HOLD
3213,HOLD
3214,HOLD
3215,HOLD
3216,HOLD
3217,HOLD
3218,HOLD
3219,HOLD
3220,HOLD
3221,HOLD
3222,HOLD
3223,HOLD
3224,HOLD
3225,HOLD
3226,HOLD
3227,HOLD
3228,HOLD
3229,HOLD
3230,HOLD
3231,HOLD
3232,HOLD
3233,HOLD
3234,HOLD
3235,HOLD
3236,HOLD
3237,HOLD
3238,HOLD
3239,HOLD
3240,HOLD
3241,HOLD
3242,HOLD
3243,HOLD
3244,HOLD
3245,HOLD
3246,HOLD
3247,HOLD
3248,HOLD
3249,HOLD
3250,HOLD
3251,HOLD
3252,HOLD
3253,HOLD
3254,HOLD
3255,HOLD
3256,HOLD
3257,HOLD
3258,HOLD
3259,ORDER_BUY
3260,HOLD
3261,HOLD
3262,HOLD
3263,HOLD
3264,HOLD
3265,HOLD
3266,HOLD
3267,HOLD
3268,HOLD
3269,HOLD
3270,HOLD
3271,HOLD
3272,HOLD
3273,HOLD
3274,HOLD
3275,HOLD
3276,HOLD
3277,HOLD
3278,HOLD
3279,HOLD
3280,HOLD
3281,HOLD
3282,HOLD
3283,HOLD
3284,HOLD
3285,ORDER_SELL
3286,HOLD
3287,HOLD
3288,HOLD
3289,HOLD
3290,HOLD
3291,HOLD
3292,HOLD
3293,HOLD
3294,HOLD
3295,HOLD
3296,HOLD
3297,HOLD
3298,ORDER_BUY
3299,HOLD
3300,HOLD
3301,HOLD
3302,HOLD
3303,HOLD
3304,HOLD
3305,HOLD
3306,HOLD
3307,HOLD
3308,HOLD
3309,HOLD
3310,HOLD
3311,HOLD
3312,HOLD
3313,HOLD
3314,HOLD
3315,HOLD
3316,HOLD
3317,HOLD
3318,HOLD
3319,HOLD
3320,HOLD
3321,HOLD
3322,HOLD
3323,HOLD
3324,HOLD
3325,HOLD
3326,HOLD
3327,HOLD
3328,HOLD
3329,HOLD
3330,HOLD
3331,HOLD
3332,HOLD
3333,HOLD
3334,HOLD
3335,HOLD
3336,HOLD
3337,HOLD
3338,HOLD
3339,HOLD
3340,HOLD
3341,HOLD
3342,HOLD
3343,HOLD
3344,HOLD
3345,HOLD
3346,HOLD
3347,HOLD
3348,ORDER_SELL
3349,HOLD
3350,HOLD
3351,HOLD
3352,HOLD
3353,HOLD
3354,HOLD
3355,HOLD
3356,HOLD
3357,HOLD
3358,HOLD
3359,HOLD
3360,HOLD
3361,HOLD
3362,HOLD
3363,HOLD
3364,HOLD
3365,HOLD
3366,HOLD
3367,HOLD
3368,HOLD
3369,HOLD
3370,HOLD
3371,HOLD
3372,HOLD
3373,HOLD
3374,HOLD
3375,HOLD
3376,HOLD
3377,HOLD
3378,HOLD
3379,HOLD
3380,HOLD
3381,HOLD
3382,HOLD
3383,HOLD
3384,HOLD
3385,HOLD
3386,HOLD
3387,HOLD
3388,HOLD
3389,HOLD
3390,HOLD
3391,HOLD
3392,HOLD
3393,HOLD
3394,HOLD
3395,HOLD
3396,HOLD
3397,HOLD
3398,HOLD
3399,HOLD
3400,HOLD
3401,HOLD
3402,HOLD
3403,HOLD
3404,HOLD
3405,HOLD
3406,HOLD
3407,HOLD
3408,HOLD
3409,HOLD
3410,HOLD
3411,HOLD
3412,HOLD
3413,HOLD
3414,HOLD
3415,HOLD
3416,HOLD
3417,HOLD
3418,HOLD
3419,HOLD
3420,HOLD
3421,HOLD
3422,HOLD
3423,HOLD
3424,HOLD
3425,HOLD
3426,HOLD
3427,HOLD
3428,HOLD
3429,HOLD
3430,HOLD
3431,HOLD
3432,HOLD
3433,HOLD
3434,ORDER_BUY
3435,HOLD
3436,HOLD
3437,HOLD
3438,HOLD
3439,HOLD
3440,HOLD
3441,HOLD
3442,HOLD
3443,HOLD
3444,ORDER_SELL
3445,HOLD
3446,HOLD
3447,HOLD
3448,HOLD
3449,HOLD
3450,HOLD
3451,HOLD
3452,ORDER_BUY
3453,HOLD
3454,HOLD
3455,HOLD
3456,HOLD
3457,HOLD
3458,HOLD
3459,HOLD
3460,HOLD
3461,HOLD
3462,HOLD
3463,HOLD
3464,HOLD
3465,HOLD
3466,HOLD
3467,ORDER_SELL
3468,HOLD
3469,HOLD
3470,HOLD
3471,HOLD
3472,HOLD
3473,HOLD
3474,HOLD
3475,HOLD
3476,HOLD
3477,HOLD
3478,HOLD
3479,HOLD
3480,HOLD
3481,HOLD
3482,HOLD
3483,HOLD
3484,HOLD
3485,HOLD
3486,HOLD
3487,HOLD
3488,HOLD
3489,HOLD
3490,HOLD
3491,HOLD
3492,HOLD
3493,HOLD
3494,HOLD
3495,HOLD
3496,HOLD
3497,HOLD
3498,HOLD
3499,HOLD
3500,HOLD
3501,ORDER_BUY
3502,ORDER_SELL
3503,ORDER_BUY
3504,HOLD
3505,HOLD
3506,HOLD
3507,HOLD
3508,HOLD
3509,HOLD
3510,HOLD
3511,HOLD
3512,HOLD
3513,HOLD
3514,HOLD
3515,HOLD
3516,HOLD
3517,HOLD
3518,HOLD
3519,HOLD
3520,ORDER_SELL
3521,HOLD
3522,HOLD
3523,HOLD
3524,HOLD
3525,HOLD
3526,HOLD
3527,HOLD
3528,HOLD
3529,HOLD
3530,ORDER_BUY
3531,HOLD
3532,HOLD
3533,HOLD
3534,HOLD
3535,HOLD
3536,HOLD
3537,HOLD
3538,HOLD
3539,HOLD
3540,HOLD
3541,HOLD
3542,HOLD
3543,HOLD
3544,HOLD
3545,HOLD
3546,HOLD
3547,HOLD
3548,HOLD
3549,HOLD
3550,HOLD
3551,HOLD
3552,HOLD
3553,HOLD
3554,HOLD
3555,HOLD
3556,HOLD
3557,HOLD
3558,HOLD
3559,HOLD
3560,HOLD
3561,HOLD
3562,HOLD
3563,HOLD
3564,HOLD
3565,HOLD
3566,HOLD
3567,HOLD
3568,HOLD
3569,HOLD
3570,HOLD
3571,HOLD
3572,HOLD
3573,HOLD
3574,HOLD
